Store#,Name,Address,City,State/Province,Country,Zip,Interstate,Latitude,Longitude,Phone,Fax,Parking Spaces,Diesel Lanes,Bulk DEF Lanes,Showers,CAT Scale,Facilities/Restaurants,WiFi
1247,"Pilot Dealer","1888 US 82","New Boston","TX","US","75570","I-30  Exit 199","33.46994015","-94.45250943","","","96","5","5","3","No","","No",
7971,"Pilot Travel Center","1343 Rock Barn Road","Conover","NC","US","28613","I-40 Exit 133","35.72080500","-81.19017400","(828) 465-2613","(828) 465-2504","62","9","8","7","Yes","Subway, Mama Deluca's","Yes",
1260,"Pilot Dealer","20404 Taft Hwy","Bakersfield","CA","US","93311","I - 5 exit 244","35.26730188","-119.22991644","","","40","6","6","5","No","","No",
7976,"Pilot Travel Center","1006 Charlotte Hwy","Troutman","NC","US","28166","I-77 Exit 42","35.67135600","-80.85604900","(704) 528-4104","(704) 528-6876","95","9","11","8","Yes","Wendy's, Subway","No",
1269,"Pilot Dealer","2500 W Business I-10","San Simon","AZ","US","85632","","32.27066935","-109.24406538","","","26","4","4","","No","","Yes",
1270,"Pilot Dealer","1851 State Highway 77","Holbrook","AZ","US","86025","","34.97470000","-110.09020000","","","86","8","8","6","No","","No",
1271,"Pilot Dealer","2084 S Marina Dr","Thermal","CA","US","92274","HWY 86","33.27858403","-115.96630427","(760) 394-1024","","20","10","","1","No","","No",
7983,"Pilot Travel Center","985 Peeler Road","Salisbury","NC","US","28147","I-85 Exit 71","35.61211300","-80.52051600","(704) 638-9320","(704) 637-0314","75","10","9","5","Yes","Subway","No",
1272,"Pilot Dealer","35858 Ghost Town Road","Yermo","CA","US","92398","I-15 and I-91","34.90405231","-116.88721602","","","40","4","4","","Yes","","No",
1281,"Pilot Dealer","101 West Glen Drive","Page","AZ","US","86040","HWY 89","36.99520000","-111.56420000","(928) 353-4821","","5","","","","No","","No",
1282,"Pilot Dealer","1100 FM 148","Terrell","TX","US","75160","I-20","32.72340000","-96.31820000","(972) 524-0705","","12","5","","","No","","No",
1284,"Pilot Dealer","1955 N Kings Hwy","Nash","TX","US","75569","I-30","33.45300000","-94.13260000","(903) 255-7167","","25","5","4","5","Yes","","No",
7996,"Pilot Travel Center","2700 Chamber Drive","Monroe","NC","US","28110","Hwy 74 W","35.05097400","-80.61864200","(704) 289-8748","(704) 283-9417","50","5","3","3","No","","No",
1295,"Pilot Dealer","16243 US-271N","Tyler","TX","US","75708","I-20","32.44100000","-95.13700000","(903) 877-0800","(903) 877-0802","40","5","2","","Yes","","Yes",
1299,"Pilot Dealer","101 US 287","Henrietta","TX","US","76365","HWY 287","33.80070000","-98.19610000","(940) 538-0401","(940) 538-0402","26","5","5","","Yes","","No",
1300,"Pilot Dealer","2200 W Lake Bardwell Drive","Ennis","TX","US","75119","HWY 287","32.30204190","-96.63846300","","","8","2","","","No","","No",
1303,"Pilot Dealer","2320 W Oak Street","Palestine","TX","US","75801","HWY 79","31.74300000","-95.65560000","(903) 723-1680","(903) 723-1681","50","4","4","3","No","","No",
1304,"Pilot Dealer","1000 NE Loop 820","Fort Worth","TX","US","76106","I-820","32.84193790","-97.34172940","(817) 866-6008","","22","4","3","","No","","No",
1549,"Pilot Travel Center","75750 AL Highway 77","Lincoln","AL","US","35096","I-20 Exit 168","33.59372900","-86.12172700","(205) 763-1531","(205) 763-1532","30","5","5","","No","","Yes",
1550,"Pilot Travel Center","1600 County Road 437","Good Hope","AL","US","35055","I-65 Exit 304","34.11664300","-86.86320800","(256) 255-5638","(256) 255-5649","72","8","8","6","Yes","","No",
1577,"Pilot Travel Center","106 Comfort Lane","Pioneer","TN","US","37847","I-75 Exit 141","36.37668700","-84.24969700","(423) 562-8483","(423) 562-8492","84","6","6","4","Yes","Subway","No",
8601,"Pilot Thomas Cardlock","210 E. Main Street","Artesia","NM","US","88210","Hwy 285 & Hwy 82","32.84239950","-104.39648800","","","","3","","","No","","No",
8604,"Pilot Thomas Cardlock","1200 W. Broadway Street","Hobbs","NM","US","88240","W Broadway Street & W Broadway Pl","32.70047500","-103.15008700","","","","9","","","No","","No",
8605,"Pilot Thomas Cardlock","1410 W. Avenue O","Eunice","NM","US","88240","","32.44275200","-103.16206700","","","","8","","","No","","No",
8616,"Pilot Thomas Cardlock","State Hwy 115 and Mustang Drive","Andrews","TX","US","79714","State Hwy 115 & SW Mustang Drive","32.31284000","-102.56750700","","","","8","","","No","","No",
8621,"Pilot Thomas Cardlock","3015 Garden City Hwy.","Midland","TX","US","79701","I-20 Exit 138","31.98432300","-102.04282100","","","","17","1","","No","","No",
8624,"Pilot Thomas Cardlock","3479 W. 42Nd Street","Odessa","TX","US","79764","Hwy 302 & Hwy 338 at 42nd Street","31.87336900","-102.42583200","","","","12","","","No","","No",
8625,"Pilot Thomas Cardlock","715 S. Grandview Avenue","Odessa","TX","US","79761","I-20  Exit 118 & South Grandview Avenue","31.84526500","-102.34059200","","","","14","","","No","","No",
8628,"Pilot Thomas Cardlock","2807 N. US Hwy. 87","Big Spring","TX","US","79721","Hwy 87","32.28197300","-101.49715700","","","","7","","","No","","No",
8630,"Pilot Thomas Cardlock","N. 2nd Street and E. Truck Route","Crane","TX","US","79731","","31.40699800","-102.34861800","","","","7","","","No","","No",
8658,"Pilot Thomas Cardlock","3513 Nw County Road","Hobbs","NM","US","88240","Hwy 18 & NW Country Road","32.73987200","-103.16311400","","","","10","","","No","","No",
